0.00000	-0.50000
0.05000	-0.50000
0.10000	-0.50000
0.15000	-0.50000
0.20000	-0.50000
0.25000	-0.50000
0.30000	-0.50000
0.35000	-0.50000
0.40000	-0.50000
0.45000	-0.50000
0.50000	-0.50000
0.55000	-0.50000
0.60000	-0.50000
0.65000	-0.50000
0.70000	-0.50000
0.75000	-0.50000
0.80000	-0.50000
0.85000	-0.50000
0.90000	-0.50000
0.95000	-0.50000
1.00000	-0.50000
1.05000	-2.92500
1.10000	-5.35000
1.15000	-7.77500
1.20000	-10.20000
1.25000	-12.62500
1.30000	-15.05000
1.35000	-17.47500
1.40000	-19.90000
1.45000	-22.32500
1.50000	-24.75000
1.55000	-27.17500
1.60000	-29.60000
1.65000	-32.02500
1.70000	-34.45000
1.75000	-36.87500
1.80000	-39.30000
1.85000	-41.72500
1.90000	-44.15000
1.95000	-46.57500
2.00000	-49.00000
2.05000	-49.00000
2.10000	-49.00000
2.15000	-49.00000
2.20000	-49.00000
2.25000	-49.00000
2.30000	-49.00000
2.35000	-49.00000
2.40000	-49.00000
2.45000	-49.00000
2.50000	-49.00000
2.55000	-49.00000
2.60000	-49.00000
2.65000	-49.00000
2.70000	-49.00000
2.75000	-49.00000
2.80000	-49.00000
2.85000	-49.00000
2.90000	-49.00000
2.95000	-49.00000
3.00000	-49.00000
3.05000	-46.57500
3.10000	-44.15000
3.15000	-41.72500
3.20000	-39.30000
3.25000	-36.87500
3.30000	-34.45000
3.35000	-32.02500
3.40000	-29.60000
3.45000	-27.17500
3.50000	-24.75000
3.55000	-22.32500
3.60000	-19.90000
3.65000	-17.47500
3.70000	-15.05000
3.75000	-12.62500
3.80000	-10.20000
3.85000	-7.77500
3.90000	-5.35000
3.95000	-2.92500
4.00000	-0.50000
4.05000	-0.50000
4.10000	-0.50000
4.15000	-0.50000
4.20000	-0.50000
4.25000	-0.50000
4.30000	-0.50000
4.35000	-0.50000
4.40000	-0.50000
4.45000	-0.50000
4.50000	-0.50000
4.55000	-0.50000
4.60000	-0.50000
4.65000	-0.50000
4.70000	-0.50000
4.75000	-0.50000
4.80000	-0.50000
4.85000	-0.50000
4.90000	-0.50000
4.95000	-0.50000
5.00000	-0.50000
